respondent_id,persona,age_group,gender,city_tier,occupation,income_band,monthly_income_inr,purchase_frequency,preferred_categories,purchase_motivation,brand_affinity,brand_tier_score,resale_experience,preferred_channel,resale_pain_points,counterfeit_concern,auth_premium_willingness,escrow_preference,style_subcategories,watch_styles,color_material_pref,occasion_usage,avg_spend_band,avg_spend_inr,annual_budget_band,annual_budget_inr,resale_new_pref_score,desired_features,trust_drivers,adoption_likelihood,adoption_score,adoption_binary,discovery_channel,research_days,social_influence_source,peer_spend_band,price_switch_threshold_pct,incumbent_platform_trust,festive_purchase,trust_composite_score,spend_to_income_ratio,category_diversity_score,feature_demand_score,research_days_flagged,high_spend_ratio_flag
LL_1232,Gen Z / Hype Buyer,35–44,Female,Tier 1 (Metro),Business Owner/Entrepreneur,"Below ₹50,000",35000,Once a month,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Small Leather Goods","Personal reward / self-indulgence, Gifting to others","Aspirational luxury (Gucci, Prada, Burberry)",3,Yes – both bought and sold,Instagram / WhatsApp (informal),"Risk of counterfeit / fake items, Complicated or risky payment process, Unreliable logistics and delivery",4,4,5,"Casual/tote bags (Neverfull, Speedy), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry","Chronographs (Daytona, Speedmaster), Modern limited editions / collabs","Bold / statement colors (red, cobalt), Gold hardware preference, Silver hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹10,000–₹50,000",30000,"₹25,000–₹1,00,000",62500,7,"AI-powered authentication certificate, Escrow payment protection, Trade-in or buy-back guarantee",Verified seller ratings and reviews,Likely,4,1,Instagram / Reels,5,Self-driven / independent,"Below ₹50,000",38,3,Yes,4.33,0.86,4,3,0,0
LL_1233,Aspirational Professional,35–44,Female,Tier 1 (Metro),Salaried – Private,"₹2,50,001–₹5,00,000",375000,Once a month,"Handbags & Purses, Watches & Timepieces, Small Leather Goods","Personal reward / self-indulgence, Sustainability (pre-owned is eco-friendly)","Accessible luxury (Longchamp, Kate Spade, Tumi)",2,Yes – bought only,Vestiaire Collective / Tradesy (international),Unreliable logistics and delivery,4,4,4,"Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry","Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Modern limited editions / collabs","Neutral tones (black, beige, tan), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Gold hardware preference, Silver hardware preference","Daily / everyday use, Special events (weddings, parties)","₹1,50,001–₹5,00,000",325000,"₹3,00,001–₹10,00,000",650000,5,"AI-powered authentication certificate, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee",Partnerships with luxury brands,Likely,4,1,Brand store / website,23,Peers / friends,"₹5,00,001–₹10,00,000",20,3,Yes,4.0,0.87,3,4,0,0
LL_1234,Professional Reseller,25–34,Male,Tier 1 (Metro),Homemaker/Other,"₹2,50,001–₹5,00,000",375000,Multiple times a month,"Watches & Timepieces, Sneakers & Footwear, Small Leather Goods, Apparel & Ready-to-Wear","Personal reward / self-indulgence, Gifting to others","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,Yes – bought only,Instagram / WhatsApp (informal),"Risk of counterfeit / fake items, Difficulty verifying item condition",4,3,4,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Classic leather (smooth, grained), Monogram / logo-heavy designs, Silver hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹50,001–₹1,50,000",100000,"Above ₹30,00,000",4000000,9,"Blockchain-backed ownership record, Escrow payment protection, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA","Partnerships with luxury brands, Transparent pricing benchmarks, Physical authentication centers in India",Likely,4,1,Online article / blog,6,Self-driven / independent,"₹5,00,001–₹10,00,000",14,3,Yes,3.67,0.27,4,5,0,0
LL_1235,Aspirational Professional,25–34,Male,Tier 2,Salaried – Govt/PSU,"₹2,50,001–₹5,00,000",375000,2–3 times a year,"Handbags & Purses, Watches & Timepieces, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear","Personal reward / self-indulgence, Investment / asset appreciation, Sustainability (pre-owned is eco-friendly)","Aspirational luxury (Gucci, Prada, Burberry)",3,"No, but open to it",Darveys / Luxepolis / Confidential Couture (India),"Difficulty verifying item condition, Complicated or risky payment process",5,3,5,"Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry","Sports/dive watches (Rolex Sub, AP Royal Oak), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000)","Classic leather (smooth, grained), Monogram / logo-heavy designs, Gold hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹1,50,001–₹5,00,000",325000,"₹1,00,001–₹3,00,000",200000,4,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee","Transparent pricing benchmarks, Physical authentication centers in India",Neutral,3,0,Friends & Family,22,Self-driven / independent,"₹2,50,001–₹5,00,000",6,2,Yes,4.33,0.87,5,6,0,0
LL_1236,HNW Collector,55+,Male,Tier 1 (Metro),Freelancer/Consultant,"Above ₹10,00,000",1500000,Once every 2–3 months,"Handbags & Purses, Watches & Timepieces, Fine Jewelry & Accessories, Apparel & Ready-to-Wear","Investment / asset appreciation, Sustainability (pre-owned is eco-friendly)","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,Yes – bought only,Darveys / Luxepolis / Confidential Couture (India),"Risk of counterfeit / fake items, Difficulty verifying item condition, Complicated or risky payment process",4,5,5,"Structured handbags (Birkin, Classic Flap), Dress/sport watches (Submariner, Nautilus), Gold/diamond fine jewelry",Not applicable,"Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Gold hardware preference, Silver hardware preference",Long-term investment / asset to hold,"₹5,00,001–₹15,00,000",1000000,"Above ₹30,00,000",4000000,6,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA","Partnerships with luxury brands, Transparent pricing benchmarks, Physical authentication centers in India",Very Likely,5,1,Friends & Family,28,Peers / friends,"Above ₹10,00,000",34,2,Yes,4.67,0.67,4,7,0,0
LL_1237,Aspirational Professional,35–44,Female,Tier 2,Salaried – Private,"Below ₹50,000",35000,Once every 2–3 months,"Watches & Timepieces, Small Leather Goods, Apparel & Ready-to-Wear",Investment / asset appreciation,"Accessible luxury (Longchamp, Kate Spade, Tumi)",2,Yes – bought only,Instagram / WhatsApp (informal),No post-sale recourse or return policy,5,3,3,"Structured handbags (Birkin, Classic Flap)",Not applicable,"Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference","Daily / everyday use, Special events (weddings, parties)","₹50,001–₹1,50,000",100000,"₹1,00,001–₹3,00,000",200000,4,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA",Verified seller ratings and reviews,Unlikely,2,0,Friends & Family,50,Social media influencers,"₹50,000–₹1,00,000",22,3,No,3.67,2.86,3,7,0,0
LL_1238,Gen Z / Hype Buyer,25–34,Female,Tier 2,Student,"Below ₹50,000",35000,Multiple times a month,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Apparel & Ready-to-Wear","Status and social signaling, Sustainability (pre-owned is eco-friendly)","Aspirational luxury (Gucci, Prada, Burberry)",3,"No, but open to it",Instagram / WhatsApp (informal),"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Unreliable logistics and delivery, No post-sale recourse or return policy",5,3,4,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry","Sports/dive watches (Rolex Sub, AP Royal Oak), Modern limited editions / collabs","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs","Daily / everyday use, Special events (weddings, parties)","₹10,000–₹50,000",30000,"₹1,00,001–₹3,00,000",200000,5,"Blockchain-backed ownership record, Escrow payment protection","Media coverage and social proof, Transparent pricing benchmarks, Physical authentication centers in India",Likely,4,1,YouTube,2,Family,"₹50,000–₹1,00,000",33,2,Yes,4.0,0.86,5,2,0,0
LL_1239,Aspirational Professional,25–34,Male,Tier 1 (Metro),Salaried – Private,"₹50,000–₹1,00,000",75000,Once a year or less,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear","Personal reward / self-indulgence, Gifting to others, Sustainability (pre-owned is eco-friendly)","Accessible luxury (Longchamp, Kate Spade, Tumi)",2,Yes – both bought and sold,Have not used any platform,"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, No post-sale recourse or return policy",5,5,5,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy)","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000)","Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Monogram / logo-heavy designs, Silver hardware preference","Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹1,50,001–₹5,00,000",325000,"₹1,00,001–₹3,00,000",200000,5,Portfolio / Vault tracker,"Verified seller ratings and reviews, Transparent pricing benchmarks, Physical authentication centers in India",Likely,4,1,Friends & Family,66,Family,"₹1,00,001–₹2,50,000",36,5,Yes,5.0,4.33,6,1,0,0
LL_1240,Aspirational Professional,45–54,Male,Tier 1 (Metro),Salaried – Private,"₹1,00,001–₹2,50,000",175000,2–3 times a year,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Small Leather Goods, Apparel & Ready-to-Wear","Gifting to others, Sustainability (pre-owned is eco-friendly)","Accessible luxury (Longchamp, Kate Spade, Tumi)",2,Yes – sold only,Have not used any platform,"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",4,4,5,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Gold/diamond fine jewelry","Sports/dive watches (Rolex Sub, AP Royal Oak), Chronographs (Daytona, Speedmaster), Modern limited editions / collabs","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Silver hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹1,50,001–₹5,00,000",325000,"₹3,00,001–₹10,00,000",650000,3,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA",Media coverage and social proof,Likely,4,1,YouTube,13,Peers / friends,"₹1,00,001–₹2,50,000",15,2,Yes,4.33,1.86,5,7,0,0
LL_1241,Cautious Explorer,25–34,Male,Tier 2,Salaried – Govt/PSU,"Below ₹50,000",35000,2–3 times a year,"Handbags & Purses, Fine Jewelry & Accessories, Apparel & Ready-to-Wear","Status and social signaling, Gifting to others","Accessible luxury (Longchamp, Kate Spade, Tumi)",2,"No, but open to it",Have not used any platform,"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",3,4,4,"Structured handbags (Birkin, Classic Flap)","Chronographs (Daytona, Speedmaster)","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹10,000–₹50,000",30000,"₹1,00,001–₹3,00,000",200000,5,"AI-powered authentication certificate, Portfolio / Vault tracker, Trade-in or buy-back guarantee","Verified seller ratings and reviews, Partnerships with luxury brands, Transparent pricing benchmarks",Very Unlikely,1,0,Friends & Family,40,Peers / friends,"₹50,000–₹1,00,000",19,2,Yes,3.67,0.86,3,3,0,0
LL_1242,Aspirational Professional,25–34,Female,Tier 1 (Metro),Business Owner/Entrepreneur,"₹5,00,001–₹10,00,000",750000,2–3 times a year,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Apparel & Ready-to-Wear","Status and social signaling, Gifting to others, Sustainability (pre-owned is eco-friendly)","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,"No, but open to it",Darveys / Luxepolis / Confidential Couture (India),"Risk of counterfeit / fake items, Unreliable logistics and delivery",4,4,5,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus)","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Classic leather (smooth, grained), Gold hardware preference","Special events (weddings, parties), Long-term investment / asset to hold","₹10,000–₹50,000",30000,"₹1,00,001–₹3,00,000",200000,7,"Live auctions / social bidding, Dedicated customer support SLA","Verified seller ratings and reviews, Partnerships with luxury brands",Unlikely,2,0,Instagram / Reels,13,Peers / friends,"₹5,00,001–₹10,00,000",33,2,Yes,4.33,0.04,5,2,0,0
